Croco diel,Identified Proteins (1170),Accession Number,Molecular Weight,Protein Grouping Ambiguity,151222_WH8501diel_T1_2ug,151222_WH8501diel_T2_2ug,151222_WH8501diel_T3_2ug,151222_WH8501diel_T4_2ug,151222_WH8501diel_T5_2ug,151222_WH8501diel_T6_2ug,151222_WH8501diel_T7_2ug,151222_WH8501diel_T8_2ug,151222_WH8501diel_T9_2ug,151222_WH8501diel_T10_2ug,151222_WH8501diel_T11_2ug,151222_WH8501diel_T12_2ug,151222_WH8501diel_T13_2ug,151222_WH8501diel_T14_2ug,151222_WH8501diel_T15_2ug,151222_WH8501diel_T16_2ug
361,ZP_00518999 CwatDRAFT_0582 Small GTP-binding protein domain:GTP-binding protein LepA [Crocosphaera watsonii WH 8501],638434289,68 kDa,,13.498,12.31,8.0116,5.056,1.8934,6.2914,4.6681,5.5709,8.7282,5.5116,12.401,0,5.7069,2.0944,0.95213,3.0024
362,ZP_00516117 CwatDRAFT_3787 Ribosome-binding factor A [Crocosphaera watsonii WH 8501],638431402,17 kDa,,58.813,61.552,41.059,28.314,5.6801,0.89878,0.93363,7.4279,10.91,22.046,0.88577,7.8019,12.555,10.472,1.9043,6.0048
363,"ZP_00513516 CwatDRAFT_6746 Tyrosyl-tRNA synthetase, class Ib [Crocosphaera watsonii WH 8501]",638428769,46 kDa,,20.247,19.886,8.0116,8.0896,10.414,17.976,14.004,12.999,10.91,6.6139,21.258,6.5016,12.555,18.85,14.282,10.008
364,ZP_00514261 CwatDRAFT_5270 Branched-chain amino acid aminotransferase I [Crocosphaera watsonii WH 8501],638429520,34 kDa,,46.279,24.621,22.032,12.134,13.254,7.1902,11.204,12.07,6.5462,8.8186,23.03,5.2013,18.262,29.322,28.564,26.021
365,ZP_00514121 CwatDRAFT_6351 Protein of unknown function DUF370 [Crocosphaera watsonii WH 8501],638429379,10 kDa,,15.426,16.098,21.03,22.246,32.187,28.761,28.942,25.998,33.822,25.353,22.144,37.709,27.393,27.227,34.277,36.029
366,ZP_00518105 CwatDRAFT_1608 Phycobilisome protein [Crocosphaera watsonii WH 8501],638433391,18 kDa,,12.534,13.257,9.0131,10.112,8.5202,10.785,9.3363,12.999,9.8193,26.456,45.174,24.706,26.252,18.85,28.564,25.02
367,ZP_00516113 CwatDRAFT_3783 Thiamine monophosphate synthase [Crocosphaera watsonii WH 8501],638431398,38 kDa,,11.57,8.5226,19.028,17.19,21.774,26.963,20.54,18.57,20.73,6.6139,19.487,9.1022,12.555,19.897,19.043,20.016
368,ZP_00516814 CwatDRAFT_2714 Ribulose-bisphosphate carboxylase [Crocosphaera watsonii WH 8501],638432097-DECOY,?,,1.9283,0,1.0015,0,0.94669,0,0,0,1.091,0,0,0,0,0,0,0
369,ZP_00518078 CwatDRAFT_1423 Photosynthetic reaction centre protein DI/q(b) [Crocosphaera watsonii WH 8501],638433351,39 kDa,,24.104,32.196,21.03,19.213,30.294,18.874,18.673,15.784,16.365,16.535,26.573,15.604,27.393,28.274,33.325,42.034
370,"ZP_00516427 CwatDRAFT_4036 Transketolase, central region:Transketolase, C terminal [Crocosphaera watsonii WH 8501]",638431714,36 kDa,,29.889,28.409,22.032,23.258,26.507,26.065,20.54,20.427,18.547,30.865,23.916,23.406,27.393,34.558,32.372,30.024
371,"ZP_00517549 CwatDRAFT_2172 Aspartate kinase:Aspartate kinase, monofunctional class [Crocosphaera watsonii WH 8501]",638432826,64 kDa,,23.14,14.204,25.036,23.258,20.827,28.761,28.009,25.998,20.73,14.33,24.802,9.1022,20.545,16.755,16.186,21.017
372,ZP_00517074 CwatDRAFT_2459 Heme oxygenase (decyclizing) [Crocosphaera watsonii WH 8501],638432334,29 kDa,1,5.7849,2.8409,6.0087,4.0448,0,6.2914,23.341,49.21,55.642,73.856,71.747,52.013,10.272,1.0472,0.95213,0
373,ZP_00515018 CwatDRAFT_4944 KaiC [Crocosphaera watsonii WH 8501],638430283,58 kDa,,25.068,17.045,21.03,13.146,22.721,22.469,22.407,20.427,18.547,23.149,16.83,16.904,18.262,12.566,16.186,20.016
374,ZP_00516098 CwatDRAFT_3767 Alanine--tRNA ligase [Crocosphaera watsonii WH 8501],638431366,29 kDa,,28.924,28.409,26.038,21.235,8.5202,10.785,14.938,13.927,17.456,16.535,10.629,10.403,15.979,19.897,11.426,12.01
375,ZP_00515583 CwatDRAFT_4307 CpcD phycobilisome linker-like [Crocosphaera watsonii WH 8501],638430850,8 kDa,,21.211,14.204,24.035,18.202,19.881,19.773,22.407,21.355,19.639,20.944,16.83,22.105,21.686,23.038,26.66,25.02
376,ZP_00515740 CwatDRAFT_4267 Diaminopimelate decarboxylase [Crocosphaera watsonii WH 8501],638431029,52 kDa,,16.391,15.151,22.032,20.224,20.827,17.976,17.739,21.355,30.549,28.66,25.687,67.617,61.634,24.086,17.138,17.014
377,"ZP_00513766 CwatDRAFT_6625 Glucosamine-fructose-6-phosphate aminotransferase, isomerising [Crocosphaera watsonii WH 8501]",638429021,70 kDa,,30.853,23.674,12.017,8.0896,8.5202,7.1902,6.5354,5.5709,6.5462,4.4093,7.9719,9.1022,17.121,26.18,27.612,23.019
378,ZP_00515107 CwatDRAFT_5099 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430372,34 kDa,,24.104,21.78,29.042,27.303,27.454,23.368,17.739,25.998,17.456,26.456,14.172,22.105,21.686,19.897,29.516,27.022
379,ZP_00516862 CwatDRAFT_3286 Dihydroorotase multifunctional complex type [Crocosphaera watsonii WH 8501],638432151,48 kDa,,39.53,24.621,33.048,38.426,26.507,25.166,24.274,25.998,24.003,24.251,26.573,20.805,17.121,27.227,20.947,18.014
380,"ZP_00516629 CwatDRAFT_3450 Aspartate-semialdehyde dehydrogenase, USG-1 related [Crocosphaera watsonii WH 8501]",638431882,38 kDa,,24.104,27.462,28.041,32.359,29.347,34.154,35.478,25.998,28.367,29.763,40.745,19.505,28.534,25.133,29.516,35.028
381,"ZP_00513858 CwatDRAFT_6579 Cysteine desulphurases, SufS [Crocosphaera watsonii WH 8501]",638429113,46 kDa,,15.426,17.045,29.042,27.303,29.347,28.761,33.611,27.855,29.458,28.66,23.03,28.607,29.676,24.086,19.995,18.014
382,"ZP_00515644 CwatDRAFT_4342 Prolyl-tRNA synthetase, bacterial [Crocosphaera watsonii WH 8501]",638430911,67 kDa,,15.426,16.098,15.022,15.168,26.507,25.166,23.341,17.641,18.547,18.739,25.687,13.003,13.696,15.708,12.378,13.01
383,ZP_00519340 CwatDRAFT_0344 Glucosamine/galactosamine-6-phosphate isomerase [Crocosphaera watsonii WH 8501],638434629,29 kDa,,28.924,26.515,23.033,26.291,14.2,26.963,24.274,15.784,21.821,23.149,28.345,19.505,20.545,17.802,17.138,16.013
384,ZP_00515863 CwatDRAFT_4089 Aspartyl-tRNA synthetase bacterial/mitochondrial type [Crocosphaera watsonii WH 8501],638431153,70 kDa,,10.606,9.4696,11.016,10.112,13.254,18.874,15.872,17.641,14.183,13.228,11.515,3.901,10.272,10.472,8.5692,5.004
385,ZP_00514158 CwatDRAFT_6376 NADH dehydrogenase I subunit N [Crocosphaera watsonii WH 8501],638429416,17 kDa,,32.781,29.356,30.044,28.314,28.401,29.66,34.544,27.855,18.547,19.842,18.601,22.105,35.383,40.841,39.99,49.039
386,ZP_00515931 CwatDRAFT_3997 Single-strand binding protein [Crocosphaera watsonii WH 8501],638431199,14 kDa,,33.745,27.462,30.044,23.258,30.294,27.862,24.274,26.926,31.64,31.967,21.258,40.31,38.807,35.605,40.942,43.035
387,ZP_00517963 CwatDRAFT_1978 NUDIX hydrolase [Crocosphaera watsonii WH 8501],638433247,22 kDa,,18.319,20.833,32.046,30.336,20.827,27.862,28.942,25.069,12.001,11.023,7.0862,15.604,13.696,15.708,14.282,10.008
388,ZP_00517587 CwatDRAFT_2281 Ferrochelatase [Crocosphaera watsonii WH 8501],638432875,44 kDa,,20.247,18.939,14.02,16.179,12.307,14.38,15.872,11.142,15.274,11.023,23.03,15.604,20.545,16.755,19.995,13.01
389,ZP_00514394 CwatDRAFT_5887 Adenylylsulfate kinase [Crocosphaera watsonii WH 8501],638429654,20 kDa,,53.992,37.878,32.046,23.258,27.454,24.267,27.075,27.855,21.821,23.149,21.258,26.006,31.958,40.841,42.846,40.032
390,"ZP_00513960 CwatDRAFT_6257 Helicase, C-terminal:DEAD/DEAH box helicase, N-terminal [Crocosphaera watsonii WH 8501]",638429217,55 kDa,,12.534,12.31,14.02,11.123,14.2,19.773,24.274,27.855,25.094,20.944,36.317,1.3003,10.272,11.519,7.6171,8.0064
391,ZP_00517881 CwatDRAFT_2191 hypothetical protein [Crocosphaera watsonii WH 8501],638433164,11 kDa,,21.211,15.151,19.028,21.235,25.561,27.862,28.009,31.569,28.367,38.581,21.258,31.208,25.11,21.991,25.708,23.019
392,"ZP_00516889 CwatDRAFT_3194 Acetyl-CoA carboxylase, biotin carboxylase [Crocosphaera watsonii WH 8501]",638432166,50 kDa,,12.534,7.5756,8.0116,8.0896,19.881,16.178,15.872,13.927,13.092,15.432,33.659,10.403,18.262,11.519,8.5692,8.0064
393,ZP_00516744 CwatDRAFT_3308 DNA polymerase A [Crocosphaera watsonii WH 8501],638432026,110 kDa,,12.534,10.417,3.0044,4.0448,0.94669,5.3927,2.8009,4.6424,7.6372,4.4093,9.7435,0,1.1414,4.1888,0,4.0032
394,ZP_00516438 CwatDRAFT_4050 Threonine synthase [Crocosphaera watsonii WH 8501],638431704,47 kDa,,12.534,5.6817,4.0058,14.157,23.667,46.736,37.345,27.855,22.912,20.944,40.745,3.901,10.272,16.755,14.282,4.0032
395,ZP_00518242 CwatDRAFT_1818 FeS assembly protein SufB [Crocosphaera watsonii WH 8501],638433531,53 kDa,,13.498,10.417,7.0102,16.179,20.827,30.558,21.473,12.999,7.6372,20.944,17.715,5.2013,14.838,9.4248,5.7128,4.0032
396,ZP_00518562 CwatDRAFT_0860 transcription antitermination protein NusG [Crocosphaera watsonii WH 8501],638433847,24 kDa,,26.996,20.833,17.025,16.179,18.934,18.874,16.805,14.856,10.91,24.251,28.345,13.003,14.838,14.661,31.42,24.019
397,ZP_00516502 CwatDRAFT_3265 hypothetical protein [Crocosphaera watsonii WH 8501],638431777,46 kDa,,34.709,30.303,26.038,9.1008,6.6268,7.1902,8.4026,4.6424,8.7282,6.6139,10.629,2.6006,20.545,32.463,35.229,42.034
398,ZP_00518505 CwatDRAFT_1403 Cell division transporter substrate-binding protein FtsY [Crocosphaera watsonii WH 8501],638433790,50 kDa,,28.924,39.772,31.045,25.28,10.414,19.773,15.872,10.213,7.6372,16.535,16.83,13.003,20.545,12.566,17.138,14.011
399,ZP_00514154 CwatDRAFT_6425 similar to RNA-binding protein (contains KH domain) [Crocosphaera watsonii WH 8501],638429412,19 kDa,,29.889,36.931,34.049,30.336,27.454,33.255,30.81,32.497,28.367,29.763,39.86,26.006,33.1,30.369,32.372,38.031
400,ZP_00517155 CwatDRAFT_2694 Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II [Crocosphaera watsonii WH 8501],638432414,34 kDa,,21.211,23.674,23.033,19.213,17.987,21.571,20.54,17.641,19.639,22.046,23.916,15.604,23.969,14.661,5.7128,9.0072
401,"ZP_00515175 CwatDRAFT_5041 Insulinase-like:Peptidase M16, C-terminal [Crocosphaera watsonii WH 8501]",638430440,58 kDa,,11.57,15.151,23.033,16.179,12.307,17.077,8.4026,12.07,8.7282,11.023,6.2004,27.307,15.979,17.802,15.234,6.0048
402,"ZP_00519145 CwatDRAFT_0160 Glycosyl hydrolase, BNR repeat [Crocosphaera watsonii WH 8501]",638434438,36 kDa,,32.781,29.356,21.03,27.303,20.827,20.672,19.606,18.57,15.274,14.33,13.287,15.604,21.686,19.897,24.755,28.023
403,ZP_00515260 CwatDRAFT_4728 Elongation factor P (EF-P) [Crocosphaera watsonii WH 8501],638430574,21 kDa,,16.391,12.31,11.016,10.112,12.307,9.8866,11.204,6.4994,7.6372,9.9209,7.9719,11.703,7.9896,12.566,11.426,18.014
404,ZP_00515542 CwatDRAFT_4620 Transglutaminase-like [Crocosphaera watsonii WH 8501],638430738,64 kDa,,8.6773,5.6817,7.0102,15.168,8.5202,12.583,17.739,12.999,17.456,12.126,23.916,5.2013,9.131,5.236,1.9043,0
405,ZP_00516019 CwatDRAFT_3761 hypothetical protein [Crocosphaera watsonii WH 8501],638431258,22 kDa,,29.889,34.09,35.051,34.381,26.507,30.558,28.942,25.069,24.003,19.842,15.944,23.406,28.534,27.227,28.564,36.029
406,"ZP_00514506 CwatDRAFT_5428 Acetolactate synthase, large subunit, biosynthetic type [Crocosphaera watsonii WH 8501]",638429766,67 kDa,,9.6415,7.5756,4.0058,16.179,21.774,23.368,22.407,25.069,24.003,22.046,21.258,14.304,15.979,23.038,4.7607,3.0024
407,ZP_00517036 CwatDRAFT_2402 Ribosomal protein L17 [Crocosphaera watsonii WH 8501],638432315,13 kDa,,11.57,17.992,20.029,15.168,17.04,7.1902,6.5354,11.142,13.092,9.9209,7.0862,13.003,11.414,12.566,19.995,34.027
408,"ZP_00516948 CwatDRAFT_2963 Peptidase U62, modulator of DNA gyrase [Crocosphaera watsonii WH 8501]",638432206,53 kDa,,28.924,25.568,22.032,15.168,17.04,15.279,15.872,12.999,8.7282,8.8186,14.172,10.403,15.979,31.416,17.138,15.012
409,ZP_00515491 CwatDRAFT_4563 Polyribonucleotide nucleotidyltransferase [Crocosphaera watsonii WH 8501],638430827-DECOY,?,,0,0.94696,0,2.0224,0,0,0,0,0,0,0,0,0,0,0,0
410,ZP_00516116 CwatDRAFT_3786 hypothetical protein [Crocosphaera watsonii WH 8501],638431401,21 kDa,,9.6415,11.363,13.019,16.179,13.254,14.38,11.204,11.142,10.91,19.842,8.8577,20.805,15.979,8.3776,11.426,12.01
411,ZP_00519167 CwatDRAFT_0469 Histidinol dehydrogenase [Crocosphaera watsonii WH 8501],638434456,47 kDa,,26.032,16.098,11.016,12.134,14.2,13.482,13.071,11.142,17.456,24.251,17.715,13.003,19.403,13.614,15.234,19.015
412,ZP_00516242 CwatDRAFT_3709 similar to membrane protein [Crocosphaera watsonii WH 8501],638431490,36 kDa,,28.924,28.409,24.035,26.291,29.347,26.963,27.075,18.57,25.094,18.739,28.345,19.505,17.121,24.086,19.995,21.017
413,ZP_00515764 CwatDRAFT_4296 Shikimate kinase [Crocosphaera watsonii WH 8501],638430988,21 kDa,,20.247,10.417,4.0058,5.056,1.8934,4.4939,3.7345,9.2849,2.1821,5.5116,6.2004,7.8019,6.8482,17.802,15.234,6.0048
414,ZP_00517220 CwatDRAFT_2695 Calcium-binding EF-hand [Crocosphaera watsonii WH 8501],638432499,90 kDa,,0,1.8939,0,2.0224,1.8934,13.482,14.938,11.142,3.2731,0,0,0,0,0,0.95213,1.0008
415,ZP_00515398 CwatDRAFT_4460 Dihydroxy-acid dehydratase [Crocosphaera watsonii WH 8501],638430665,59 kDa,,9.6415,10.417,7.0102,6.0672,5.6801,8.9878,5.6018,7.4279,9.8193,8.8186,8.8577,13.003,18.262,20.944,11.426,5.004
416,"ZP_00516613 CwatDRAFT_3434 SNF2-related:Helicase, C-terminal [Crocosphaera watsonii WH 8501]",638431899,120 kDa,,0,0,0,0,2.8401,1.7976,1.8673,0,0,0,4.4289,0,0,1.0472,0,0
417,"ZP_00517896 CwatDRAFT_1752 extracellular solute-binding protein, family 5 [Crocosphaera watsonii WH 8501]",638433180,65 kDa,,22.175,18.939,22.032,21.235,20.827,15.279,13.071,15.784,9.8193,11.023,8.8577,11.703,15.979,14.661,14.282,15.012
418,ZP_00514473 CwatDRAFT_5405 Streptomyces cyclase/dehydrase [Crocosphaera watsonii WH 8501],638429733,17 kDa,,15.426,20.833,25.036,21.235,18.934,26.963,26.142,30.64,13.092,22.046,4.4289,15.604,20.545,17.802,8.5692,8.0064
419,"ZP_00517188 CwatDRAFT_2609 Phenylalanyl-tRNA synthetase, alpha subunit [Crocosphaera watsonii WH 8501]",638432477,37 kDa,,19.283,17.045,18.026,20.224,11.36,9.8866,13.071,17.641,13.092,11.023,6.2004,11.703,15.979,13.614,12.378,17.014
420,ZP_00514262 CwatDRAFT_5953 unknown protein [Crocosphaera watsonii WH 8501],638429521,37 kDa,,3.8566,7.5756,9.0131,8.0896,13.254,10.785,10.27,8.3564,9.8193,8.8186,11.515,1.3003,4.5655,7.3304,8.5692,7.0056
421,ZP_00515129 CwatDRAFT_5010 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430394,34 kDa,,22.175,22.727,22.032,23.258,16.094,17.976,14.004,12.07,9.8193,15.432,18.601,7.8019,15.979,17.802,16.186,17.014
422,ZP_00518067 CwatDRAFT_1410 Cell wall hydrolase/autolysin [Crocosphaera watsonii WH 8501],638433354,65 kDa,,11.57,16.098,23.033,25.28,13.254,14.38,14.004,21.355,9.8193,12.126,6.2004,7.8019,12.555,9.4248,7.6171,9.0072
423,"ZP_00518967 CwatDRAFT_0488 Oxidoreductase, molybdopterin binding [Crocosphaera watsonii WH 8501]",638434257,37 kDa,,17.355,21.78,17.025,16.179,10.414,10.785,11.204,9.2849,9.8193,5.5116,7.0862,2.6006,7.9896,9.4248,13.33,15.012
424,ZP_00514757 CwatDRAFT_5569 Short-chain dehydrogenase/reductase SDR [Crocosphaera watsonii WH 8501],638430019,30 kDa,,15.426,16.098,23.033,18.202,26.507,25.166,23.341,21.355,17.456,15.432,16.83,7.8019,13.696,23.038,19.995,17.014
425,ZP_00517972 CwatDRAFT_1324 Cytidyltransferase-related [Crocosphaera watsonii WH 8501],638433259,57 kDa,,37.602,19.886,10.015,3.0336,0.94669,0,0,0,0,2.2046,2.6573,1.3003,25.11,47.124,39.037,39.031
426,ZP_00516499 CwatDRAFT_3262 hypothetical protein [Crocosphaera watsonii WH 8501],638431780,42 kDa,,36.638,30.303,22.032,21.235,19.881,25.166,21.473,17.641,14.183,12.126,12.401,5.2013,14.838,24.086,23.803,12.01
427,ZP_00517760 CwatDRAFT_2125 Deoxyribose-phosphate aldolase [Crocosphaera watsonii WH 8501],638433044,23 kDa,,26.032,20.833,44.064,47.527,31.241,31.457,30.81,36.211,20.73,23.149,7.0862,24.706,14.838,10.472,4.7607,2.0016
428,ZP_00515324 CwatDRAFT_4795 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430615,15 kDa,,22.175,22.727,27.039,17.19,15.147,9.8866,10.27,12.07,12.001,8.8186,4.4289,13.003,23.969,14.661,22.851,39.031
429,"ZP_00516247 CwatDRAFT_3659 Trehalose-phosphatase:HAD-superfamily hydrolase, subfamily IIB [Crocosphaera watsonii WH 8501]",638431520,84 kDa,,9.6415,11.363,5.0073,8.0896,6.6268,3.5951,6.5354,4.6424,8.7282,7.7162,22.144,1.3003,6.8482,6.2832,5.7128,5.004
430,"ZP_00518107 CwatDRAFT_1610 Insulinase-like:Peptidase M16, C-terminal [Crocosphaera watsonii WH 8501]",638433393,47 kDa,,16.391,19.886,21.03,20.224,21.774,22.469,20.54,18.57,18.547,16.535,19.487,15.604,25.11,27.227,15.234,14.011
431,ZP_00513859 CwatDRAFT_6578 FeS assembly protein SufD [Crocosphaera watsonii WH 8501],638429114,50 kDa,,16.391,16.098,15.022,19.213,23.667,28.761,34.544,33.425,20.73,31.967,29.23,9.1022,23.969,21.991,17.138,17.014
432,ZP_00517880 CwatDRAFT_2190 Phosphoglucomutase/phosphomannomutase C terminal:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain III [Crocosphaera watsonii WH 8501],638433163,23 kDa,,28.924,23.674,26.038,19.213,17.04,14.38,15.872,17.641,22.912,29.763,22.144,19.505,14.838,15.708,18.09,11.009
433,"ZP_00514705 CwatDRAFT_5541 Methionyl-tRNA synthetase, class Ia [Crocosphaera watsonii WH 8501]",638429967,61 kDa,,26.996,17.045,14.02,21.235,11.36,16.178,14.004,14.856,14.183,6.6139,12.401,0,3.4241,7.3304,1.9043,1.0008
434,ZP_00515546 CwatDRAFT_4624 Malonyl CoA-acyl carrier protein transacylase [Crocosphaera watsonii WH 8501],638430732,31 kDa,,37.602,30.303,16.023,11.123,12.307,8.9878,11.204,10.213,13.092,15.432,24.802,20.805,22.827,28.274,28.564,21.017
435,ZP_00514546 CwatDRAFT_5452 Ribosomal protein S6 [Crocosphaera watsonii WH 8501],638429807,13 kDa,,12.534,11.363,14.02,14.157,14.2,14.38,14.004,15.784,15.274,16.535,12.401,23.406,18.262,15.708,17.138,12.01
436,ZP_00514435 CwatDRAFT_5383 unknown protein [Crocosphaera watsonii WH 8501],638429695,16 kDa,,26.032,24.621,21.03,25.28,20.827,21.571,25.208,11.142,16.365,6.6139,8.8577,26.006,23.969,18.85,22.851,27.022
437,ZP_00513632 CwatDRAFT_6696 unknown protein [Crocosphaera watsonii WH 8501],638428886,69 kDa,,0,0,0,0,0,0,1.8673,0.92849,0,0,0.88577,0,1.1414,0,0,0
438,"ZP_00514010 CwatDRAFT_6506 periplasmic protein, function unknown [Crocosphaera watsonii WH 8501]",638429267,29 kDa,,26.032,32.196,42.061,35.392,26.507,19.773,14.938,15.784,16.365,19.842,6.2004,23.406,18.262,8.3776,8.5692,12.01
439,ZP_00514739 CwatDRAFT_5561 Beta-ketoacyl synthase:Acyl transferase region:Zinc-containing alcohol dehydrogenase superfamily:Phosphopantetheine-binding [Crocosphaera watsonii WH 8501],638430001,289 kDa,,1.9283,3.7878,1.0015,2.0224,0,0,1.8673,0,1.091,0,0.88577,1.3003,0,1.0472,0,1.0008
440,ZP_00517120 CwatDRAFT_2536 hypothetical protein [Crocosphaera watsonii WH 8501],638432399,12 kDa,,58.813,41.666,22.032,17.19,9.4669,17.976,20.54,21.355,25.094,16.535,17.715,33.808,27.393,23.038,23.803,25.02
441,ZP_00518133 CwatDRAFT_1439 hypothetical protein [Crocosphaera watsonii WH 8501],638433422,20 kDa,,24.104,28.409,27.039,23.258,30.294,22.469,26.142,30.64,22.912,27.558,22.144,15.604,27.393,25.133,32.372,31.025
442,ZP_00518243 CwatDRAFT_1819 FeS assembly ATPase SufC [Crocosphaera watsonii WH 8501],638433530,28 kDa,,12.534,10.417,17.025,21.235,17.04,32.356,40.146,23.212,20.73,19.842,7.9719,28.607,17.121,20.944,13.33,9.0072
443,ZP_00516630 CwatDRAFT_3451 Dihydrodipicolinate synthase subfamily [Crocosphaera watsonii WH 8501],638431881,32 kDa,,17.355,18.939,11.016,12.134,16.094,25.166,14.938,20.427,15.274,15.432,43.403,11.703,12.555,29.322,28.564,12.01
444,"ZP_00518065 CwatDRAFT_1628 Peptidase M41, FtsH [Crocosphaera watsonii WH 8501]",638433344,72 kDa,1,23.14,21.78,12.017,17.19,14.2,12.583,8.4026,6.4994,13.092,11.023,7.0862,0,5.7069,5.236,6.6649,8.0064
445,ZP_00518320 CwatDRAFT_2221 Pentapeptide repeat [Crocosphaera watsonii WH 8501],638433599,40 kDa,,17.355,13.257,17.025,10.112,17.04,15.279,14.938,18.57,18.547,11.023,16.83,11.703,13.696,10.472,13.33,21.017
446,"ZP_00518732 CwatDRAFT_0730 NADH dehydrogenase (ubiquinone), 20 kDa subunit [Crocosphaera watsonii WH 8501]",638434014,27 kDa,,22.175,16.098,16.023,17.19,17.04,17.976,15.872,15.784,12.001,13.228,15.944,9.1022,9.131,10.472,10.473,10.008
447,ZP_00516730 CwatDRAFT_2853 Ferredoxin-dependent bilin reductase [Crocosphaera watsonii WH 8501],638431996,28 kDa,1,37.602,15.151,6.0087,3.0336,0,0.89878,0.93363,2.7855,14.183,16.535,20.373,18.204,21.686,26.18,22.851,26.021
448,ZP_00515758 CwatDRAFT_4290 Cell division protein FtsZ [Crocosphaera watsonii WH 8501],638430996,44 kDa,,18.319,17.045,14.02,14.157,18.934,17.976,17.739,17.641,16.365,11.023,23.03,13.003,17.121,24.086,18.09,13.01
449,ZP_00514250 CwatDRAFT_5264 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429509,66 kDa,,19.283,21.78,24.035,20.224,26.507,21.571,20.54,12.07,9.8193,16.535,7.9719,5.2013,10.272,11.519,19.995,15.012
450,"ZP_00516385 CwatDRAFT_3817 Aminotransferase, class V:Nitrogen-fixing NifU, C-terminal [Crocosphaera watsonii WH 8501]",638431668,51 kDa,,1.9283,0.94696,1.0015,1.0112,3.7868,14.38,28.942,27.855,29.458,17.637,16.83,10.403,7.9896,8.3776,2.8564,3.0024
451,"ZP_00515759 CwatDRAFT_4291 Flavodoxin, long chain [Crocosphaera watsonii WH 8501]",638430995,20 kDa,,0,0,0,3.0336,12.307,59.319,92.429,57.566,22.912,56.218,22.144,36.409,4.5655,2.0944,0.95213,1.0008
452,ZP_00516719 CwatDRAFT_2839 Leucyl aminopeptidase [Crocosphaera watsonii WH 8501],638432004,52 kDa,,14.462,13.257,14.02,20.224,17.987,17.077,16.805,13.927,16.365,15.432,28.345,15.604,13.696,14.661,13.33,20.016
453,ZP_00518530 CwatDRAFT_1044 Methionyl-tRNA formyltransferase [Crocosphaera watsonii WH 8501],638433806,37 kDa,,13.498,13.257,13.019,13.146,15.147,16.178,13.071,15.784,5.4551,11.023,17.715,1.3003,9.131,7.3304,8.5692,5.004
454,ZP_00518809 CwatDRAFT_1526 Succinate dehydrogenase/fumarate reductase iron-sulfur protein [Crocosphaera watsonii WH 8501],638434091,40 kDa,,3.8566,4.7348,8.0116,4.0448,4.7335,5.3927,4.6681,1.857,5.4551,0,7.9719,2.6006,5.7069,7.3304,5.7128,9.0072
455,"ZP_00518007 CwatDRAFT_1747 Caspase-1, p20 [Crocosphaera watsonii WH 8501]",638433287,81 kDa,,16.391,17.045,11.016,13.146,25.561,23.368,14.938,23.212,15.274,5.5116,22.144,0,6.8482,8.3776,8.5692,7.0056
456,"ZP_00517548 CwatDRAFT_2171 FAD linked oxidase, N-terminal [Crocosphaera watsonii WH 8501]",638432827,49 kDa,,18.319,17.045,15.022,14.157,5.6801,3.5951,5.6018,6.4994,5.4551,6.6139,1.7715,15.604,17.121,19.897,18.09,13.01
457,"ZP_00518796 CwatDRAFT_0947 Carotene 7,8-desaturase [Crocosphaera watsonii WH 8501]",638434085,53 kDa,,16.391,10.417,6.0087,5.056,6.6268,5.3927,3.7345,7.4279,5.4551,11.023,15.944,13.003,12.555,10.472,14.282,10.008
458,ZP_00514932 CwatDRAFT_4899 Phosphoribosylglycinamide synthetase [Crocosphaera watsonii WH 8501],638430194,47 kDa,,30.853,20.833,24.035,23.258,21.774,24.267,23.341,24.141,22.912,23.149,29.23,13.003,20.545,23.038,19.043,13.01
