croco diel 2015,Identified Proteins (1725),Accession Number,Molecular Weight,Protein Grouping Ambiguity,c02,c04,c06,c08,c10,c12,c14,c16,c18,c20,c22,c24
120,ZP_00514354 CwatDRAFT_5903 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429613,21 kDa,,49.374,27.386,33.859,32.485,34.764,34.993,36.502,36.299,34.75,33.076,29.909,36.489
121,ZP_00514522 CwatDRAFT_5438 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429782,17 kDa,,33.884,42.057,36.761,48.168,73.124,56.863,44.716,42.985,64.391,41.094,31.668,34.517
122,ZP_00513567 CwatDRAFT_6024 Band 7 protein [Crocosphaera watsonii WH 8501],638428821,26 kDa,,16.458,28.364,27.087,22.404,27.572,30.619,25.552,26.746,29.64,27.062,29.909,27.613
123,"ZP_00516370 CwatDRAFT_3583 Isocitrate dehydrogenase NADP-dependent, prok type [Crocosphaera watsonii WH 8501]",638431641,55 kDa,,8.7131,20.539,29.99,20.163,21.578,29.525,26.464,23.881,26.574,29.067,30.789,31.558
124,ZP_00515792 CwatDRAFT_4186 Ribonuclease E and G [Crocosphaera watsonii WH 8501],638431081,76 kDa,,21.299,27.386,25.153,22.404,22.776,27.338,23.727,20.06,18.397,25.057,23.751,25.641
125,"ZP_00518733 CwatDRAFT_0731 NADH dehydrogenase (ubiquinone), 30 kDa subunit [Crocosphaera watsonii WH 8501]",638434013,20 kDa,,3.8725,4.8903,5.8044,7.8413,7.1926,3.2806,3.6502,5.7314,6.1324,5.0115,5.2781,6.9033
126,ZP_00517061 CwatDRAFT_2445 ribosomal protein S3 [Crocosphaera watsonii WH 8501],638432351,27 kDa,,25.171,39.123,43.533,39.207,34.764,43.741,44.716,41.075,28.618,37.085,35.187,41.42
127,ZP_00518455 CwatDRAFT_0609 hypothetical protein [Crocosphaera watsonii WH 8501],638433740,47 kDa,,22.267,29.342,32.892,35.846,29.969,30.619,26.464,27.702,21.464,23.053,30.789,27.613
128,"ZP_00517029 CwatDRAFT_2395 Ribosomal protein L15, bacterial form [Crocosphaera watsonii WH 8501]",638432308,17 kDa,,10.649,28.364,29.99,34.726,32.367,30.619,37.415,39.164,26.574,20.046,36.067,28.599
129,"ZP_00519307 CwatDRAFT_0062 Peptidase M41, FtsH [Crocosphaera watsonii WH 8501]",638434595,55 kDa,TRUE,27.107,44.991,52.24,41.447,41.957,37.18,31.027,36.299,30.662,44.101,41.345,41.42
130,"ZP_00518552 CwatDRAFT_1454 Phospho-2-dehydro-3-deoxyheptonate aldolase, subtype 2 [Crocosphaera watsonii WH 8501]",638433837,38 kDa,,27.107,38.145,40.631,47.048,39.559,41.554,49.278,53.493,28.618,32.074,40.465,35.503
131,"ZP_00517710 CwatDRAFT_1869 Aminotransferase, class I and II [Crocosphaera watsonii WH 8501]",638432987,45 kDa,,22.267,35.21,34.827,43.687,39.559,32.806,35.59,35.343,30.662,34.078,36.067,35.503
132,"ZP_00514993 CwatDRAFT_4928 extracellular solute-binding protein, family 1 [Crocosphaera watsonii WH 8501]",638430258,40 kDa,,24.203,38.145,45.468,47.048,51.547,47.022,39.24,39.164,53.148,42.096,33.428,40.434
133,ZP_00516961 CwatDRAFT_2823 6-phosphogluconolactonase [Crocosphaera watsonii WH 8501],638432239,27 kDa,,18.394,30.32,36.761,36.966,41.957,32.806,34.677,33.433,31.684,23.053,36.947,38.461
134,"ZP_00517058 CwatDRAFT_2442 Ribosomal protein L2, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638432348,30 kDa,,12.586,26.408,35.794,48.168,28.77,27.338,37.415,34.388,25.552,22.051,36.947,37.475
135,ZP_00516607 CwatDRAFT_3426 Conserved hypothetical protein 92:GTP-binding [Crocosphaera watsonii WH 8501],638431900,39 kDa,,56.151,25.43,33.859,26.884,21.578,18.59,29.202,27.702,26.574,24.055,30.789,25.641
136,ZP_00517310 CwatDRAFT_2431 Phosphoenolpyruvate carboxylase [Crocosphaera watsonii WH 8501],638432580,117 kDa,,6.7769,14.671,11.609,10.082,13.186,18.59,12.776,7.6418,12.265,13.03,15.834,14.793
137,ZP_00514159 CwatDRAFT_6377 Starch (bacterial glycogen) synthase [Crocosphaera watsonii WH 8501],638429417,56 kDa,,7.745,13.693,25.153,22.404,16.783,16.403,19.164,24.836,12.265,15.034,28.15,25.641
138,ZP_00518610 CwatDRAFT_0796 Cysteine synthase K/M:Cysteine synthase A [Crocosphaera watsonii WH 8501],638433892,34 kDa,,10.649,27.386,23.218,36.966,32.367,47.022,46.541,47.761,24.53,21.048,29.029,25.641
139,"ZP_00514905 CwatDRAFT_4887 Isoleucyl-tRNA synthetase, class Ia [Crocosphaera watsonii WH 8501]",638430167,107 kDa,,9.6812,15.649,12.576,11.202,14.385,15.309,15.514,17.194,15.331,13.03,14.955,15.779
140,ZP_00514121 CwatDRAFT_6351 Protein of unknown function DUF370 [Crocosphaera watsonii WH 8501],638429379,10 kDa,,15.49,27.386,24.185,21.284,17.981,17.496,23.727,20.06,17.375,19.044,20.233,23.669
141,ZP_00514434 CwatDRAFT_5868 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429694,42 kDa,,25.171,26.408,17.413,20.163,20.379,16.403,23.727,17.194,21.464,25.057,23.751,22.682
142,ZP_00514246 CwatDRAFT_5260 3-isopropylmalate dehydrogenase [Crocosphaera watsonii WH 8501],638429505,39 kDa,,15.49,20.539,24.185,20.163,23.975,25.151,16.426,21.97,20.441,26.06,25.511,25.641
143,ZP_00515005 CwatDRAFT_5155 NADH dehydrogenase (quinone) [Crocosphaera watsonii WH 8501],638430270,46 kDa,,5.8087,11.737,16.446,19.043,9.5901,13.122,14.601,13.373,8.1766,13.03,12.316,8.8757
144,ZP_00514112 CwatDRAFT_6343 Phycobilisome linker polypeptide [Crocosphaera watsonii WH 8501],638429370,29 kDa,,14.522,22.496,29.99,28.005,34.764,29.525,25.552,18.149,15.331,26.06,18.473,18.738
145,ZP_00514814 CwatDRAFT_5663 AMP-dependent synthetase and ligase [Crocosphaera watsonii WH 8501],638430076,74 kDa,,6.7769,9.7807,8.7067,6.7211,5.9938,7.6547,8.2131,9.5523,7.1545,6.0138,14.955,13.807
146,"ZP_00516086 CwatDRAFT_3919 Peptidase M41, FtsH [Crocosphaera watsonii WH 8501]",638431352,71 kDa,TRUE,8.7131,21.517,18.381,19.043,17.981,16.403,12.776,14.328,16.353,19.044,14.955,16.765
147,"ZP_00514258 CwatDRAFT_5954 Carbohydrate kinase, PfkB [Crocosphaera watsonii WH 8501]",638429517,35 kDa,,41.629,22.496,22.25,31.365,39.559,30.619,22.814,27.702,29.64,33.076,24.631,23.669
148,ZP_00514728 CwatDRAFT_5717 Phycobilisome linker polypeptide:CpcD phycobilisome linker-like [Crocosphaera watsonii WH 8501],638429990,33 kDa,TRUE,17.426,12.715,16.446,16.803,13.186,17.496,15.514,18.149,14.309,13.03,13.195,17.751
149,ZP_00517025 CwatDRAFT_2391 Ribosomal protein S8 [Crocosphaera watsonii WH 8501],638432304,15 kDa,,14.522,21.517,24.185,30.245,17.981,25.151,31.027,26.746,16.353,16.037,25.511,19.724
150,"ZP_00516846 CwatDRAFT_3229 Nitrite/sulfite reductase, hemoprotein beta-component, ferrodoxin-like:Nitrite and sulphite reductase 4Fe-4S region [Crocosphaera watsonii WH 8501]",638432128,72 kDa,,10.649,20.539,22.25,22.404,16.783,26.245,19.164,26.746,20.441,24.055,27.27,28.599
151,"ZP_00514002 CwatDRAFT_6288 H+-transporting two-sector ATPase, delta (OSCP) subunit [Crocosphaera watsonii WH 8501]",638429259,20 kDa,,35.821,31.298,27.087,25.764,26.373,21.87,23.727,27.702,25.552,28.064,27.27,22.682
152,"ZP_00516025 CwatDRAFT_3932 phenylalanyl-tRNA synthetase, beta subunit [Crocosphaera watsonii WH 8501]",638431293,90 kDa,,3.8725,16.627,18.381,7.8413,7.1926,6.5611,11.863,13.373,5.1104,8.0184,13.195,19.724
153,ZP_00518055 CwatDRAFT_1775 Signal recognition particle protein [Crocosphaera watsonii WH 8501],638433332,53 kDa,,11.617,20.539,17.413,13.442,17.981,22.964,20.076,19.105,25.552,29.067,20.233,27.613
154,ZP_00517504 CwatDRAFT_2040 GrpE protein [Crocosphaera watsonii WH 8501],638432786,21 kDa,,7.745,22.496,18.381,24.644,23.975,21.87,18.251,19.105,34.75,17.039,24.631,14.793
155,ZP_00516950 CwatDRAFT_2812 Glycine cleavage system P-protein [Crocosphaera watsonii WH 8501],638432229,108 kDa,,12.586,7.8245,16.446,14.562,5.9938,9.8417,15.514,15.284,4.0883,5.0115,15.834,16.765
156,ZP_00518397 CwatDRAFT_1268 Geranylgeranyl reductase [Crocosphaera watsonii WH 8501],638433684,46 kDa,,16.458,32.276,26.12,11.202,5.9938,7.6547,6.3879,10.508,12.265,12.028,13.195,16.765
157,ZP_00515661 CwatDRAFT_4351 Adenylosuccinate synthetase [Crocosphaera watsonii WH 8501],638430929,49 kDa,,8.7131,20.539,21.283,17.923,14.385,14.216,30.115,28.657,13.287,13.03,24.631,24.655
158,ZP_00514387 CwatDRAFT_5888 Small GTP-binding protein domain:GTP-binding protein TypA [Crocosphaera watsonii WH 8501],638429647,66 kDa,,12.586,25.43,31.924,25.764,22.776,27.338,31.027,27.702,19.419,28.064,31.668,29.586
159,"ZP_00514888 CwatDRAFT_5230 Alpha amylase, catalytic region [Crocosphaera watsonii WH 8501]",638430150,110 kDa,,4.8406,9.7807,18.381,8.9615,4.795,10.935,15.514,26.746,16.353,13.03,22.872,18.738
160,ZP_00517776 CwatDRAFT_1483 Ribosomal protein L10 [Crocosphaera watsonii WH 8501],638433058,20 kDa,,36.789,31.298,27.087,24.644,37.162,33.899,27.377,29.612,33.728,34.078,26.39,28.599
161,ZP_00515384 CwatDRAFT_4859 Heme oxygenase (decyclizing) [Crocosphaera watsonii WH 8501],638430495,27 kDa,TRUE,15.49,39.123,24.185,7.8413,5.9938,2.187,5.4754,10.508,19.419,16.037,36.947,39.448
162,"ZP_00518814 CwatDRAFT_0783 1,4-alpha-glucan branching enzyme [Crocosphaera watsonii WH 8501]",638434103,90 kDa,TRUE,13.554,19.561,23.218,17.923,13.186,17.496,17.339,19.105,8.1766,7.0161,21.992,20.71
163,ZP_00517881 CwatDRAFT_2191 hypothetical protein [Crocosphaera watsonii WH 8501],638433164,11 kDa,,68.737,35.21,30.957,38.086,53.944,49.209,41.978,34.388,53.148,40.092,26.39,30.572
164,"ZP_00513884 CwatDRAFT_6216 Glycoside hydrolase, family 57 [Crocosphaera watsonii WH 8501]",638429139,87 kDa,,14.522,9.7807,20.316,16.803,5.9938,7.6547,14.601,19.105,10.221,11.025,28.15,22.682
165,ZP_00514261 CwatDRAFT_5270 Branched-chain amino acid aminotransferase I [Crocosphaera watsonii WH 8501],638429520,34 kDa,,21.299,29.342,25.153,30.245,17.981,25.151,24.639,26.746,18.397,25.057,21.112,19.724
166,"ZP_00517028 CwatDRAFT_2394 Ribosomal protein S5, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638432307,18 kDa,,40.661,26.408,26.12,25.764,23.975,25.151,27.377,21.97,21.464,27.062,21.992,24.655
167,ZP_00513517 CwatDRAFT_5989 Ferritin and Dps [Crocosphaera watsonii WH 8501],638428770,17 kDa,,24.203,22.496,18.381,32.485,43.155,31.712,20.076,14.328,28.618,25.057,14.075,14.793
168,ZP_00516719 CwatDRAFT_2839 Leucyl aminopeptidase [Crocosphaera watsonii WH 8501],638432004,52 kDa,,8.7131,26.408,28.055,34.726,16.783,24.058,24.639,21.015,15.331,18.041,16.714,23.669
169,ZP_00516546 CwatDRAFT_3423 Biotin/lipoyl attachment:Catalytic domain of components of various dehydrogenase complexes:E3 binding [Crocosphaera watsonii WH 8501],638431790,45 kDa,,8.7131,28.364,16.446,28.005,27.572,24.058,21.901,21.015,19.419,26.06,28.15,35.503
170,"ZP_00516937 CwatDRAFT_2952 ClpX, ATPase regulatory subunit [Crocosphaera watsonii WH 8501]",638432223,49 kDa,,22.267,13.693,15.479,11.202,14.385,25.151,18.251,21.97,21.464,21.048,18.473,22.682
171,"ZP_00517891 CwatDRAFT_2196 Aminotransferase, class I and II [Crocosphaera watsonii WH 8501]",638433174,43 kDa,,7.745,28.364,21.283,24.644,15.584,21.87,24.639,19.105,18.397,19.044,24.631,14.793
172,ZP_00518171 CwatDRAFT_1378 RNA-binding region RNP-1  (RNA recognition motif) [Crocosphaera watsonii WH 8501],638433447,11 kDa,,13.554,8.8026,14.511,25.764,16.783,20.777,20.989,28.657,41.905,22.051,31.668,29.586
173,"ZP_00519407 CwatDRAFT_0006 AAA ATPase, central region:Peptidase M41, FtsH extracellular [Crocosphaera watsonii WH 8501]",638434698,39 kDa,TRUE,27.107,37.166,35.794,38.086,32.367,29.525,29.202,26.746,25.552,34.078,36.947,37.475
174,ZP_00517056 CwatDRAFT_2440 Ribosomal protein L4/L1e [Crocosphaera watsonii WH 8501],638432346,23 kDa,,38.725,25.43,28.055,39.207,26.373,31.712,34.677,30.567,25.552,24.055,21.992,26.627
175,"ZP_00516936 CwatDRAFT_2951 Peptidase S14, ClpP [Crocosphaera watsonii WH 8501]",638432222,29 kDa,TRUE,11.617,24.452,36.761,31.365,25.174,25.151,35.59,31.523,22.486,23.053,26.39,29.586
176,ZP_00514727 CwatDRAFT_5718 Phycobilisome linker polypeptide:CpcD phycobilisome linker-like [Crocosphaera watsonii WH 8501],638429989,28 kDa,,16.458,21.517,29.022,30.245,27.572,26.245,32.852,30.567,22.486,22.051,29.909,29.586
177,ZP_00514521 CwatDRAFT_5437 AMP-dependent synthetase and ligase [Crocosphaera watsonii WH 8501],638429781,71 kDa,,7.745,22.496,29.022,19.043,16.783,16.403,18.251,25.791,15.331,21.048,25.511,26.627
178,"ZP_00514880 CwatDRAFT_4874 Peptidase S14, ClpP [Crocosphaera watsonii WH 8501]",638430142,22 kDa,,18.394,28.364,28.055,29.125,26.373,26.245,26.464,26.746,26.574,25.057,22.872,28.599
179,"ZP_00513735 CwatDRAFT_6125 Threonyl-tRNA synthetase, class IIa [Crocosphaera watsonii WH 8501]",638428990,73 kDa,,7.745,18.583,15.479,14.562,14.385,14.216,14.601,17.194,16.353,15.034,19.353,18.738
180,"ZP_00517851 CwatDRAFT_1835 3'-5' exoribonuclease, VacB and RNase II [Crocosphaera watsonii WH 8501]",638433128,85 kDa,,5.8087,12.715,13.544,6.7211,8.3913,8.7482,12.776,13.373,10.221,20.046,21.992,18.738
181,ZP_00516526 CwatDRAFT_3401 Phosphoglycerate/bisphosphoglycerate mutase [Crocosphaera watsonii WH 8501],638431816,50 kDa,,12.586,17.605,29.99,16.803,16.783,18.59,23.727,21.97,10.221,17.039,20.233,18.738
182,"ZP_00519191 CwatDRAFT_0476 Cytoplasmic peptidoglycan synthetase, N-terminal:ATP-dependent carboxylate-amine ligase-like, ATP-grasp:Cytoplasmic peptidoglycan synthetases, C-terminal [Crocosphaera watsonii WH 8501]",638434479,95 kDa,,23.235,15.649,24.185,13.442,15.584,18.59,19.164,23.881,10.221,17.039,22.872,25.641
183,ZP_00518027 CwatDRAFT_1551 Band 7 protein [Crocosphaera watsonii WH 8501],638433315,36 kDa,,7.745,9.7807,12.576,14.562,5.9938,16.403,18.251,19.105,9.1987,11.025,12.316,10.848
184,ZP_00518791 CwatDRAFT_0942 AICARFT/IMPCHase bienzyme [Crocosphaera watsonii WH 8501],638434080,55 kDa,,25.171,22.496,24.185,20.163,26.373,22.964,23.727,23.881,15.331,21.048,28.15,24.655
185,ZP_00516313 CwatDRAFT_3489 Extracellular ligand-binding receptor [Crocosphaera watsonii WH 8501],638431558,45 kDa,,62.928,37.166,34.827,42.567,52.746,47.022,38.328,41.075,43.949,44.101,37.826,46.351
186,ZP_00517134 CwatDRAFT_2545 hypothetical protein [Crocosphaera watsonii WH 8501],638432413,134 kDa,TRUE,0.96812,0.97807,2.9022,1.1202,0,1.0935,0.91256,0.95523,1.0221,2.0046,2.639,1.9724
187,ZP_00515343 CwatDRAFT_4815 L-asparaginase II [Crocosphaera watsonii WH 8501],638430583,35 kDa,,2.9044,23.474,28.055,30.245,17.981,20.777,30.115,24.836,10.221,11.025,33.428,26.627
188,"ZP_00516972 CwatDRAFT_2789 Inositol phosphatase/fructose-1,6-bisphosphatase [Crocosphaera watsonii WH 8501]",638432265,38 kDa,,5.8087,20.539,28.055,29.125,25.174,36.086,48.366,40.12,19.419,24.055,30.789,28.599
189,ZP_00518823 CwatDRAFT_0567 Septum site-determining protein MinD [Crocosphaera watsonii WH 8501],638434112,29 kDa,,38.725,37.166,40.631,36.966,39.559,37.18,36.502,37.254,32.706,37.085,34.308,37.475
190,ZP_00518562 CwatDRAFT_0860 transcription antitermination protein NusG [Crocosphaera watsonii WH 8501],638433847,24 kDa,,9.6812,10.759,14.511,15.683,17.981,16.403,14.601,13.373,10.221,11.025,12.316,11.834
191,"ZP_00517978 CwatDRAFT_1330 Transketolase, central region:Transketolase, C terminal [Crocosphaera watsonii WH 8501]",638433265,34 kDa,,30.98,25.43,28.055,17.923,11.988,15.309,10.951,13.373,6.1324,12.028,26.39,28.599
192,ZP_00517843 CwatDRAFT_1827 Ribose 5-phosphate isomerase [Crocosphaera watsonii WH 8501],638433125,25 kDa,,32.916,34.232,37.729,29.125,31.168,32.806,28.289,22.925,34.75,39.09,21.992,27.613
193,ZP_00514229 CwatDRAFT_5255 Histone-like bacterial DNA-binding protein [Crocosphaera watsonii WH 8501],638429487,10 kDa,,11.617,7.8245,5.8044,8.9615,17.981,12.029,13.688,12.418,23.508,21.048,11.436,11.834
194,ZP_00518577 CwatDRAFT_0845 hypothetical protein [Crocosphaera watsonii WH 8501],638433865,13 kDa,,18.394,11.737,12.576,20.163,28.77,30.619,16.426,20.06,35.773,25.057,19.353,17.751
195,"ZP_00514572 CwatDRAFT_5794 von Willebrand factor, type A [Crocosphaera watsonii WH 8501]",638429833,23 kDa,,31.948,26.408,21.283,28.005,52.746,33.899,31.027,31.523,38.839,31.071,19.353,15.779
196,ZP_00514990 CwatDRAFT_5161 Acetylornithine and succinylornithine aminotransferase [Crocosphaera watsonii WH 8501],638430255,46 kDa,,15.49,21.517,25.153,25.764,20.379,32.806,35.59,35.343,18.397,22.051,27.27,18.738
197,ZP_00515758 CwatDRAFT_4290 Cell division protein FtsZ [Crocosphaera watsonii WH 8501],638430996,44 kDa,,35.821,32.276,34.827,30.245,29.969,38.273,29.202,28.657,34.75,28.064,29.029,31.558
198,ZP_00515775 CwatDRAFT_4168 Adenylosuccinate lyase [Crocosphaera watsonii WH 8501],638431046,49 kDa,,15.49,14.671,21.283,10.082,10.789,7.6547,17.339,20.06,8.1766,15.034,16.714,20.71
199,ZP_00516483 CwatDRAFT_3245 Glutamyl-tRNA(Gln) amidotransferase A subunit [Crocosphaera watsonii WH 8501],638431763,52 kDa,,28.076,27.386,33.859,28.005,33.565,29.525,31.027,32.478,29.64,30.069,29.029,36.489
200,ZP_00518717 CwatDRAFT_0830 Conserved hypothetical protein 300 [Crocosphaera watsonii WH 8501],638434006,78 kDa,,7.745,19.561,17.413,5.6009,3.5963,8.7482,10.951,10.508,16.353,19.044,23.751,13.807
201,ZP_00516127 CwatDRAFT_3798 RNA binding S1 [Crocosphaera watsonii WH 8501],638431392,35 kDa,,14.522,12.715,30.957,21.284,19.18,26.245,27.377,28.657,22.486,18.041,30.789,27.613
202,ZP_00518691 CwatDRAFT_0865 delta-1-pyrroline-5-carboxylate dehydrogenase 2 [Crocosphaera watsonii WH 8501],638433979,110 kDa,,8.7131,20.539,24.185,8.9615,0,0,0,0.95523,10.221,12.028,17.594,20.71
203,ZP_00516755 CwatDRAFT_3320 Aminoglycoside phosphotransferase:Fructosamine kinase [Crocosphaera watsonii WH 8501],638432024,33 kDa,,0,0.97807,0,1.1202,1.1988,1.0935,0.91256,0.95523,2.0441,0,1.7594,1.9724
204,"ZP_00517065 CwatDRAFT_2449 Ribosomal protein L14, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638432355,11 kDa,,13.554,29.342,31.924,34.726,33.565,39.367,37.415,36.299,30.662,26.06,42.225,41.42
205,ZP_00516731 CwatDRAFT_2854 Phycobilisome linker polypeptide [Crocosphaera watsonii WH 8501],638431995,40 kDa,,8.7131,30.32,26.12,24.644,32.367,24.058,20.076,24.836,22.486,25.057,21.992,23.669
206,"ZP_00515318 CwatDRAFT_4789 Peptidase S41A, C-terminal protease [Crocosphaera watsonii WH 8501]",638430622,48 kDa,,44.534,32.276,32.892,42.567,38.36,25.151,15.514,16.239,25.552,31.071,36.947,38.461
207,ZP_00513842 CwatDRAFT_6588 S-layer homology region [Crocosphaera watsonii WH 8501],638429097,45 kDa,transport,2.9044,35.21,47.403,50.408,25.174,5.4676,3.6502,1.9105,3.0662,6.0138,26.39,34.517
208,ZP_00513910 CwatDRAFT_6547 Ammonium transporter [Crocosphaera watsonii WH 8501],638429165,52 kDa,,14.522,11.737,18.381,20.163,16.783,19.683,22.814,14.328,16.353,20.046,16.714,21.696
209,"ZP_00515175 CwatDRAFT_5041 Insulinase-like:Peptidase M16, C-terminal [Crocosphaera watsonii WH 8501]",638430440,58 kDa,,9.6812,17.605,18.381,21.284,25.174,9.8417,10.951,13.373,17.375,15.034,18.473,22.682
210,"ZP_00518700 CwatDRAFT_1204 Glycosyl transferase, family 2 [Crocosphaera watsonii WH 8501]",638433988,116 kDa,TRUE,6.7769,12.715,18.381,11.202,9.5901,4.3741,3.6502,2.8657,4.0883,7.0161,12.316,10.848
211,ZP_00517771 CwatDRAFT_2137 similar to Uncharacterized conserved protein [Crocosphaera watsonii WH 8501],638433046,13 kDa,,11.617,15.649,10.641,15.683,15.584,25.151,9.1256,7.6418,18.397,20.046,12.316,8.8757
212,ZP_00517318 CwatDRAFT_2922 Protein phosphatase 2C-like [Crocosphaera watsonii WH 8501],638432604,27 kDa,,17.426,20.539,18.381,19.043,28.77,14.216,17.339,14.328,28.618,22.051,18.473,15.779
213,ZP_00515556 CwatDRAFT_4636 DNA topoisomerase I [Crocosphaera watsonii WH 8501],638430715,98 kDa,,4.8406,12.715,12.576,8.9615,4.795,12.029,12.776,12.418,14.309,12.028,16.714,17.751
214,"ZP_00516316 CwatDRAFT_3526 Valyl-tRNA synthetase, class Ia [Crocosphaera watsonii WH 8501]",638431597,103 kDa,,2.9044,12.715,17.413,13.442,9.5901,14.216,20.989,16.239,12.265,16.037,21.112,19.724
215,ZP_00513837 CwatDRAFT_6188 Nucleoside-diphosphate kinase [Crocosphaera watsonii WH 8501],638429092,16 kDa,,3.8725,16.627,26.12,17.923,11.988,15.309,21.901,21.97,7.1545,10.023,14.075,20.71
216,"ZP_00518060 CwatDRAFT_1623 Pyridoxal-5'-phosphate-dependent enzyme, beta subunit [Crocosphaera watsonii WH 8501]",638433347,35 kDa,,30.98,23.474,35.794,38.086,28.77,32.806,31.94,37.254,31.684,29.067,34.308,31.558
217,"ZP_00515644 CwatDRAFT_4342 Prolyl-tRNA synthetase, bacterial [Crocosphaera watsonii WH 8501]",638430911,67 kDa,,3.8725,11.737,18.381,14.562,9.5901,12.029,13.688,15.284,9.1987,10.023,20.233,19.724
218,ZP_00518105 CwatDRAFT_1608 Phycobilisome protein [Crocosphaera watsonii WH 8501],638433391,18 kDa,,8.7131,21.517,17.413,13.442,14.385,8.7482,10.951,12.418,12.265,11.025,16.714,16.765
219,"ZP_00515562 CwatDRAFT_4643 Asparaginyl-tRNA synthetase, class IIb [Crocosphaera watsonii WH 8501]",638430698,53 kDa,,1.9362,11.737,9.6741,12.322,8.3913,6.5611,12.776,10.508,9.1987,13.03,9.6765,9.8619
220,ZP_00516228 CwatDRAFT_3694 Anthranilate synthase component I [Crocosphaera watsonii WH 8501],638431510,57 kDa,,42.597,18.583,19.348,22.404,20.379,19.683,24.639,22.925,23.508,27.062,21.112,21.696
221,ZP_00514083 CwatDRAFT_6328 Diaminopimelate epimerase [Crocosphaera watsonii WH 8501],638429340,31 kDa,,17.426,22.496,26.12,28.005,22.776,27.338,23.727,23.881,31.684,28.064,25.511,33.53
222,ZP_00515869 CwatDRAFT_4095 Peroxidase [Crocosphaera watsonii WH 8501],638431144,24 kDa,,14.522,24.452,21.283,16.803,21.578,18.59,17.339,21.015,21.464,21.048,18.473,16.765
223,"ZP_00514623 CwatDRAFT_5490 Excinuclease ABC, B subunit [Crocosphaera watsonii WH 8501]",638429885,78 kDa,,1.9362,1.9561,0.96741,2.2404,0,0,0.91256,0.95523,0,1.0023,1.7594,1.9724
224,ZP_00519193 CwatDRAFT_0365 hypothetical protein [Crocosphaera watsonii WH 8501],638434482,25 kDa,,30.012,18.583,17.413,17.923,34.764,25.151,16.426,9.5523,19.419,13.03,16.714,9.8619
